page_index	page_id	part	chapter	template	composition	status	priority	issue	suggested_manual_action	tables
212	all-page-0211	PARTE IV — VELARIM	DICIONÁRIO CONVERSACIONAL 2.0 — EXPANSÃO DE MESA	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
213	all-page-0212	PARTE IV — VELARIM	DICIONÁRIO CONVERSACIONAL 2.0 — EXPANSÃO DE MESA	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
214	all-page-0213	PARTE IV — VELARIM	DICIONÁRIO CONVERSACIONAL 2.0 — EXPANSÃO DE MESA	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	2 tabelas
215	all-page-0214	PARTE IV — VELARIM	DICIONÁRIO CONVERSACIONAL 2.0 — EXPANSÃO DE MESA	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
216	all-page-0215	PARTE IV — VELARIM	FRASEÁRIO DE MESA	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
217	all-page-0216	PARTE IV — VELARIM	FRASEÁRIO DE MESA	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
218	all-page-0217	PARTE IV — VELARIM	DIÁLOGOS MODELO	narrative	TEXT_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
219	all-page-0218	PARTE IV — VELARIM	Pedr’alma no uso de Velarim	chapter_opening	IMAGE_TOP	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
220	all-page-0219	PARTE IV — VELARIM	Pedr’alma e morfologia relacional	narrative	TEXT_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
221	all-page-0220	PARTE IV — VELARIM	Pertencimento e -ov	narrative	TEXT_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
222	all-page-0221	PARTE IV — VELARIM	Pedr’alma e Ritual Comum	narrative	TEXT_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
223	all-page-0222	PARTE IV — VELARIM	A formulação nuclear	narrative	TEXT_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
224	all-page-0223	PARTE IV — VELARIM	Regra específica para mira	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
225	all-page-0224	PARTE IV — VELARIM	Exemplos de interpretação válida	narrative	TEXT_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
226	all-page-0225	PARTE IV — VELARIM	Exemplos de interpretação válida	narrative	TEXT_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
227	all-page-0226	PARTE IV — VELARIM	Em resumo	narrative	TEXT_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
228	all-page-0227	PARTE IV — VELARIM	Fórmula relacional	narrative	TEXT_FLOW	MANUAL_REVIEW	P2	LOW_FILL_OR_SHORT_COMPOSITION	Verificar ritmo, espaço negativo e eventual arte contextual; não comprimir texto automaticamente.	
229	all-page-0228	PARTE V — JOGANDO KALLISTIS	PARTE V — JOGANDO KALLISTIS	part_opening	PART_HERO	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
230	all-page-0229	PARTE V — JOGANDO KALLISTIS	PRINCÍPIOS DO JOGO	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
231	all-page-0230	PARTE V — JOGANDO KALLISTIS	O NÚCLEO DE RESOLUÇÃO	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
232	all-page-0231	PARTE V — JOGANDO KALLISTIS	O NÚCLEO DE RESOLUÇÃO	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
233	all-page-0232	PARTE V — JOGANDO KALLISTIS	O NÚCLEO DE RESOLUÇÃO	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
234	all-page-0233	PARTE V — JOGANDO KALLISTIS	O NÚCLEO DE RESOLUÇÃO	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
235	all-page-0234	PARTE V — JOGANDO KALLISTIS	O NÚCLEO DE RESOLUÇÃO	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
236	all-page-0235	PARTE V — JOGANDO KALLISTIS	O NÚCLEO DE RESOLUÇÃO	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
237	all-page-0236	PARTE V — JOGANDO KALLISTIS	O NÚCLEO DE RESOLUÇÃO	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
238	all-page-0237	PARTE V — JOGANDO KALLISTIS	O NÚCLEO DE RESOLUÇÃO	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	3 tabelas
239	all-page-0238	PARTE V — JOGANDO KALLISTIS	ATRIBUTOS, PERÍCIAS E RECURSOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
240	all-page-0239	PARTE V — JOGANDO KALLISTIS	ATRIBUTOS, PERÍCIAS E RECURSOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
241	all-page-0240	PARTE V — JOGANDO KALLISTIS	ATRIBUTOS, PERÍCIAS E RECURSOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
242	all-page-0241	PARTE V — JOGANDO KALLISTIS	PAUSA SEGURA E DESCANSO COMPLETO	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
243	all-page-0242	PARTE V — JOGANDO KALLISTIS	CRIAÇÃO DE PERSONAGEM	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
244	all-page-0243	PARTE V — JOGANDO KALLISTIS	TÉCNICAS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
245	all-page-0244	PARTE V — JOGANDO KALLISTIS	TÉCNICAS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
246	all-page-0245	PARTE V — JOGANDO KALLISTIS	MAGIAS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	3 tabelas
247	all-page-0246	PARTE V — JOGANDO KALLISTIS	MAGIAS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
248	all-page-0247	PARTE V — JOGANDO KALLISTIS	MAGIAS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
249	all-page-0248	PARTE V — JOGANDO KALLISTIS	MAGIAS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
250	all-page-0249	PARTE V — JOGANDO KALLISTIS	MAGIAS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
251	all-page-0250	PARTE V — JOGANDO KALLISTIS	MAGIAS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
252	all-page-0251	PARTE V — JOGANDO KALLISTIS	MAGIAS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
253	all-page-0252	PARTE V — JOGANDO KALLISTIS	MAGIAS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
254	all-page-0253	PARTE V — JOGANDO KALLISTIS	EVOCAÇÕES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
255	all-page-0254	PARTE V — JOGANDO KALLISTIS	EVOCAÇÕES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
256	all-page-0255	PARTE V — JOGANDO KALLISTIS	EVOCAÇÕES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	3 tabelas
257	all-page-0256	PARTE V — JOGANDO KALLISTIS	EVOCAÇÕES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	3 tabelas
258	all-page-0257	PARTE V — JOGANDO KALLISTIS	EVOCAÇÕES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
259	all-page-0258	PARTE V — JOGANDO KALLISTIS	VELARIM EM JOGO	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
260	all-page-0259	PARTE V — JOGANDO KALLISTIS	MERGE	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
261	all-page-0260	PARTE V — JOGANDO KALLISTIS	COMBATE E GRADE ORTOGONAL	chapter_opening	IMAGE_TOP	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
262	all-page-0261	PARTE V — JOGANDO KALLISTIS	COMBATE E GRADE ORTOGONAL	chapter_opening	IMAGE_TOP	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
263	all-page-0262	PARTE V — JOGANDO KALLISTIS	COMBATE E GRADE ORTOGONAL	chapter_opening	IMAGE_TOP	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
264	all-page-0263	PARTE V — JOGANDO KALLISTIS	COMBATE E GRADE ORTOGONAL	chapter_opening	IMAGE_TOP	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
265	all-page-0264	PARTE V — JOGANDO KALLISTIS	COMBATE E GRADE ORTOGONAL	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
266	all-page-0265	PARTE V — JOGANDO KALLISTIS	CONDIÇÕES, QUEDA E MORTE	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
267	all-page-0266	PARTE V — JOGANDO KALLISTIS	CONDIÇÕES, QUEDA E MORTE	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
268	all-page-0267	PARTE V — JOGANDO KALLISTIS	CONDIÇÕES, QUEDA E MORTE	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
269	all-page-0268	PARTE V — JOGANDO KALLISTIS	RESSONÂNCIA COLETIVA	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
270	all-page-0269	PARTE V — JOGANDO KALLISTIS	RESSONÂNCIA COLETIVA	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
271	all-page-0270	PARTE V — JOGANDO KALLISTIS	RESSONÂNCIA COLETIVA	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
272	all-page-0271	PARTE V — JOGANDO KALLISTIS	EQUIPAMENTOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
273	all-page-0272	PARTE V — JOGANDO KALLISTIS	EQUIPAMENTOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
274	all-page-0273	PARTE V — JOGANDO KALLISTIS	EQUIPAMENTOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	3 tabelas
275	all-page-0274	PARTE V — JOGANDO KALLISTIS	EQUIPAMENTOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
276	all-page-0275	PARTE V — JOGANDO KALLISTIS	ARTEFATOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
277	all-page-0276	PARTE V — JOGANDO KALLISTIS	ARTEFATOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
278	all-page-0277	PARTE V — JOGANDO KALLISTIS	ARTEFATOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
279	all-page-0278	PARTE V — JOGANDO KALLISTIS	ARTEFATOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
280	all-page-0279	PARTE V — JOGANDO KALLISTIS	ARTEFATOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
281	all-page-0280	PARTE V — JOGANDO KALLISTIS	ARTEFATOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
282	all-page-0281	PARTE V — JOGANDO KALLISTIS	PROGRESSÃO	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
283	all-page-0282	PARTE V — JOGANDO KALLISTIS	FENDAS E TRAVESSIAS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
284	all-page-0283	PARTE V — JOGANDO KALLISTIS	FENDAS E TRAVESSIAS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
285	all-page-0284	PARTE VI — CONDUZINDO KALLISTIS	PARTE VI — CONDUZINDO KALLISTIS	part_opening	PART_HERO	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
286	all-page-0285	PARTE VI — CONDUZINDO KALLISTIS	REGRAS DO MESTRE	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
287	all-page-0286	PARTE VI — CONDUZINDO KALLISTIS	REGRAS DO MESTRE	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
288	all-page-0287	PARTE VI — CONDUZINDO KALLISTIS	REGRAS DO MESTRE	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
289	all-page-0288	PARTE VI — CONDUZINDO KALLISTIS	REFERÊNCIA RÁPIDA DE ADVERSÁRIOS	chapter_opening	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
290	all-page-0289	PARTE VI — CONDUZINDO KALLISTIS	ESTRUTURA DE CAMPANHA	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
291	all-page-0290	PARTE VI — CONDUZINDO KALLISTIS	SETENTA E DOIS ENCONTROS ENTRE HERANÇA E ESCOLHA	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
292	all-page-0291	PARTE VI — CONDUZINDO KALLISTIS	SETENTA E DOIS ENCONTROS ENTRE HERANÇA E ESCOLHA	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
293	all-page-0292	PARTE VI — CONDUZINDO KALLISTIS	SETENTA E DOIS ENCONTROS ENTRE HERANÇA E ESCOLHA	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
294	all-page-0293	PARTE VI — CONDUZINDO KALLISTIS	SETENTA E DOIS ENCONTROS ENTRE HERANÇA E ESCOLHA	chapter_opening	SIDE_ART_PAIR	MANUAL_REVIEW	P2	LOW_FILL_OR_SHORT_COMPOSITION	Verificar ritmo, espaço negativo e eventual arte contextual; não comprimir texto automaticamente.	
295	all-page-0294	PARTE VI — CONDUZINDO KALLISTIS	SETENTA E DOIS ENCONTROS ENTRE HERANÇA E ESCOLHA	chapter_opening	SIDE_ART_PAIR	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
296	all-page-0295	PARTE VI — CONDUZINDO KALLISTIS	SETENTA E DOIS ENCONTROS ENTRE HERANÇA E ESCOLHA	chapter_opening	SIDE_ART_PAIR	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
297	all-page-0296	PARTE VI — CONDUZINDO KALLISTIS	Perguntas para preparação	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
298	all-page-0297	PARTE VI — CONDUZINDO KALLISTIS	Perguntas para preparação	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
299	all-page-0298	PARTE VI — CONDUZINDO KALLISTIS	Conduzindo o Cinturão	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
300	all-page-0299	PARTE VI — CONDUZINDO KALLISTIS	Conduzindo o Cinturão	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
301	all-page-0300	PARTE VI — CONDUZINDO KALLISTIS	Para o Mestre — Sete Segredos Regionais	full_art	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
302	all-page-0301	PARTE VI — CONDUZINDO KALLISTIS	Bestiário do Cristal Partido	full_art	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
303	all-page-0302	PARTE VI — CONDUZINDO KALLISTIS	Bestiário do Cristal Partido	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
304	all-page-0303	PARTE VI — CONDUZINDO KALLISTIS	COMO USAR O BESTIÁRIO	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
305	all-page-0304	PARTE VI — CONDUZINDO KALLISTIS	COMO USAR O BESTIÁRIO	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
306	all-page-0305	PARTE VI — CONDUZINDO KALLISTIS	ESCALA E CONSTRUÇÃO DE ENCONTROS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
307	all-page-0306	PARTE VI — CONDUZINDO KALLISTIS	LACAIOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
308	all-page-0307	PARTE VI — CONDUZINDO KALLISTIS	LACAIOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
309	all-page-0308	PARTE VI — CONDUZINDO KALLISTIS	LACAIOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
310	all-page-0309	PARTE VI — CONDUZINDO KALLISTIS	LACAIOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
311	all-page-0310	PARTE VI — CONDUZINDO KALLISTIS	LACAIOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
312	all-page-0311	PARTE VI — CONDUZINDO KALLISTIS	LACAIOS	chapter_opening	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
313	all-page-0312	PARTE VI — CONDUZINDO KALLISTIS	LACAIOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
314	all-page-0313	PARTE VI — CONDUZINDO KALLISTIS	LACAIOS	chapter_opening	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
315	all-page-0314	PARTE VI — CONDUZINDO KALLISTIS	LACAIOS	chapter_opening	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
316	all-page-0315	PARTE VI — CONDUZINDO KALLISTIS	LACAIOS	chapter_opening	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
317	all-page-0316	PARTE VI — CONDUZINDO KALLISTIS	LACAIOS	full_art	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
318	all-page-0317	PARTE VI — CONDUZINDO KALLISTIS	LACAIOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
319	all-page-0318	PARTE VI — CONDUZINDO KALLISTIS	ADVERSÁRIOS COMUNS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
320	all-page-0319	PARTE VI — CONDUZINDO KALLISTIS	ADVERSÁRIOS COMUNS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
321	all-page-0320	PARTE VI — CONDUZINDO KALLISTIS	ADVERSÁRIOS COMUNS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
322	all-page-0321	PARTE VI — CONDUZINDO KALLISTIS	ADVERSÁRIOS COMUNS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
323	all-page-0322	PARTE VI — CONDUZINDO KALLISTIS	ADVERSÁRIOS COMUNS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
324	all-page-0323	PARTE VI — CONDUZINDO KALLISTIS	ADVERSÁRIOS COMUNS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
325	all-page-0324	PARTE VI — CONDUZINDO KALLISTIS	ADVERSÁRIOS COMUNS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
326	all-page-0325	PARTE VI — CONDUZINDO KALLISTIS	ADVERSÁRIOS COMUNS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
